person,promedioCadaCuantosDiasVuelve,cadaCuantasHorasHaceEventos,cadaCuantosMinutosHaceEventos,cadaCuantosDiasEnMes5HaceEventos,cadaCuantasHorasEnUnDiaDelMes5HaceEventos,cadaCuantosMinutosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantosSegundosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantasHorasHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosMinutosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosSegundosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosDiasHaceConversion,cadaCuantosDiasHaceCheckout
01e2b6b0,0,6,48,1.0,4.0,3.0,97.0,9.0,3.0,101.66666666666667,-1.0,0.0
01e32ed0,2,62,928,2.0,0.0,1.0,32.0,0.0,1.0,20.0,-1.0,-1.0
01e5ebc1,4,62,931,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
01ed2afc,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,-1.0
01edff26,0,0,0,0.0,0.0,1.0,17.0,0.0,1.0,17.0,-1.0,0.0
01f061eb,15,274,4888,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
01f12f08,0,6,83,0.0,7.0,4.0,193.0,7.0,4.0,193.0,-1.0,0.0
01f20b0a,7,137,2249,1.0,2.0,1.0,13.0,0.0,1.0,17.0,-1.0,81.0
01f2283b,0,0,2,0.0,0.0,2.0,85.0,0.0,2.0,85.0,-1.0,0.0
01f24fc9,1,26,405,2.0,1.0,1.0,13.0,0.0,1.0,18.0,-1.0,6.0
01f38aae,3,42,1027,3.0,1.0,1.0,21.0,0.0,4.0,87.0,0.0,0.0
01f68b1f,0,0,0,0.0,0.0,1.0,28.0,0.0,1.0,28.0,-1.0,0.0
01f8fa5b,0,0,1,0.0,0.0,2.0,35.0,0.0,2.0,35.0,-1.0,0.0
01fcd7ca,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,0.0
01fe7232,0,0,2,0.0,1.0,2.0,18.0,1.0,1.5,17.5,-1.0,0.0
01fee5bd,0,0,4,0.0,0.0,5.0,86.0,0.0,5.0,86.0,-1.0,0.0
01ffa003,0,0,2,0.0,1.0,1.0,29.0,1.0,1.0,29.0,-1.0,-1.0
01ffc611,0,0,0,0.0,0.0,2.0,44.0,0.0,2.0,44.0,-1.0,0.0
02005e21,0,3,73,1.0,4.0,4.0,160.0,7.0,0.0,1.0,0.0,0.0
0202e763,2,36,675,2.0,1.0,1.0,19.0,0.0,1.0,7.0,-1.0,0.0
0204dcec,0,1,8,1.0,0.0,1.0,24.0,0.0,1.0,28.0,-1.0,0.0
0205d5c1,16,269,3232,1.0,1.0,1.0,26.0,0.0,0.0,0.0,-1.0,0.0
020b50dc,3,63,657,3.0,0.0,2.0,62.0,0.0,2.0,31.0,-1.0,0.0
020ca6bf,0,0,8,0.0,1.0,2.0,44.0,1.0,2.0,44.0,-1.0,0.0
02103564,4,26,496,1.0,3.0,2.0,33.0,4.0,0.8,22.0,-1.0,5.0
0211b4be,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,0.0
0211eed9,3,67,1044,4.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,4.0
021b35b5,0,0,1,0.0,0.0,2.0,42.0,0.0,2.0,42.0,-1.0,0.0
021e1312,0,0,0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,0.0
021ececb,0,0,1,0.0,0.0,2.0,30.0,0.0,2.0,30.0,-1.0,0.0
021f11c8,1,19,264,2.0,3.0,3.0,83.0,0.0,0.0,11.0,-1.0,2.0
02208eb6,6,103,1546,6.0,0.0,1.0,27.0,1.0,1.0,44.5,-1.0,0.0
0222570f,2,43,672,3.0,2.0,2.0,55.0,13.0,4.0,118.5,-1.0,0.0
022260de,9,236,4720,2.0,0.0,1.0,21.0,0.0,1.0,22.0,-1.0,-1.0
0222a169,35,850,6000,1.0,0.0,2.0,56.0,0.0,1.0,26.0,-1.0,-1.0
02238440,0,0,1,0.0,0.0,2.0,68.0,0.0,2.0,68.0,-1.0,0.0
0224b8b0,0,0,2,0.0,0.0,3.0,65.0,0.0,3.0,65.0,-1.0,0.0
0225aa7c,12,300,7194,7.0,0.0,0.0,2.0,0.0,0.0,3.0,-1.0,-1.0
0225de65,54,1324,39745,13.0,0.0,1.0,14.0,0.0,0.0,8.0,-1.0,0.0
02274195,0,0,2,0.0,1.0,0.0,16.0,1.0,0.5,16.0,-1.0,0.0
0227ae9b,0,0,4,0.0,0.0,4.0,116.0,0.0,4.0,116.0,-1.0,0.0
02285678,27,663,39802,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0
0228b475,0,18,297,2.0,5.0,1.0,24.0,0.0,0.0,14.0,-1.0,0.0
0228c93a,1,24,423,1.0,4.0,2.0,58.0,0.0,1.0,4.0,-1.0,2.0
02298b4a,0,11,135,1.0,13.0,2.0,55.0,10.0,1.3333333333333333,55.666666666666664,-1.0,0.0
022b69a7,1,13,149,1.0,3.0,2.0,84.0,0.0,7.0,372.0,-1.0,9.0
022bd951,0,0,1,0.0,0.0,1.0,34.0,0.0,1.0,34.0,-1.0,0.0
022c05dd,0,22,271,1.0,0.0,2.0,44.0,0.0,3.0,84.0,-1.0,0.0
022c083c,2,29,430,2.0,2.0,1.0,21.0,0.0,1.0,7.0,-1.0,13.0
022ca64b,3,56,1289,3.0,3.0,1.0,16.0,0.0,1.0,29.0,-1.0,22.0
023039b3,36,438,7524,0.0,0.0,1.0,20.0,0.0,1.0,20.0,-1.0,0.0
023215f7,11,281,1126,12.0,0.0,1.0,20.0,0.0,1.0,11.0,-1.0,-1.0
0233c7ed,0,0,3,0.0,0.0,3.0,46.0,0.0,3.0,46.0,0.0,0.0
0234045a,64,773,11600,0.0,1.0,1.0,18.0,1.0,1.0,18.0,-1.0,0.0
0234e8f5,0,1,9,0.0,2.0,1.0,31.0,2.0,1.0,31.333333333333332,-1.0,0.0
0234f3d7,96,2327,23278,0.0,0.0,2.0,29.0,0.0,2.0,29.0,-1.0,0.0
023581f9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0235896a,0,0,2,0.0,1.0,2.0,38.0,1.0,2.5,38.5,-1.0,0.0
02363ce4,0,0,0,0.0,0.0,1.0,12.0,0.0,1.0,12.0,-1.0,0.0
023e49e4,2,48,878,3.0,2.0,2.0,70.0,6.0,4.5,122.5,-1.0,-1.0
023fafbb,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
02417ee2,8,50,610,8.0,2.0,4.0,86.0,1.0,1.6666666666666667,36.666666666666664,0.0,8.0
0244969f,0,24,485,1.0,0.0,1.0,44.0,0.0,1.0,22.0,-1.0,0.0
02452978,1,28,858,2.0,1.0,1.0,17.0,2.0,0.0,0.0,-1.0,-1.0
0246242b,4,61,1288,4.0,2.0,1.0,13.0,8.0,1.0,9.0,-1.0,0.0
0247c9fc,0,8,167,0.0,8.0,0.0,10.0,8.0,0.5,9.5,-1.0,0.0
024803ab,0,0,0,0.0,0.0,1.0,18.0,0.0,1.0,18.0,-1.0,0.0
02481958,0,0,12,0.0,0.0,12.0,296.0,0.0,12.0,296.0,-1.0,0.0
02496e75,0,0,1,0.0,0.0,2.0,26.0,0.0,2.0,26.0,-1.0,-1.0
024b9c24,4,76,944,4.0,0.0,1.0,13.0,0.0,0.0,1.0,-1.0,20.0
024ceac4,0,0,2,0.0,1.0,2.0,67.0,1.0,2.0,67.0,-1.0,0.0
024ffb9b,0,0,1,0.0,0.0,1.0,37.0,0.0,1.0,37.0,-1.0,0.0
0256b30a,23,414,2426,0.0,0.0,1.0,20.0,0.0,1.0,20.0,-1.0,0.0
0256c879,0,0,0,0.0,0.0,2.0,28.0,0.0,2.0,28.0,-1.0,0.0
0256dfc5,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-1.0,0.0
025e1ccc,19,464,9286,19.0,0.0,1.0,6.0,0.0,2.0,12.0,-1.0,-1.0
02603929,0,0,1,0.0,0.0,2.0,51.0,0.0,2.0,51.0,-1.0,0.0
02633ebf,0,3,32,0.0,4.0,3.0,88.0,4.0,2.6666666666666665,88.0,-1.0,0.0
02648ca1,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
02694196,2,71,1168,3.0,0.0,1.0,19.0,0.0,1.0,17.0,-1.0,-1.0
026b4007,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,0.0
026b66ef,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
0270a59f,6,113,3222,3.0,3.0,1.0,43.0,0.0,1.0,8.0,-1.0,0.0
027870af,6,78,2154,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0279a6c7,2,22,455,3.0,3.0,2.0,45.0,6.0,2.6666666666666665,79.0,-1.0,3.0
027b809f,22,526,3954,1.0,0.0,2.0,70.0,0.0,2.0,69.0,0.0,0.0
027cb5c9,0,0,19,1.0,0.0,1.0,17.0,0.0,2.0,22.0,-1.0,0.0
027e9637,0,0,0,0.0,0.0,1.0,26.0,0.0,1.0,26.0,-1.0,0.0
0280a93d,1,15,366,2.0,3.0,3.0,127.0,0.0,1.0,16.0,0.0,3.0
02875920,16,398,10240,9.0,0.0,2.0,46.0,0.0,1.0,12.0,-1.0,-1.0
0287661f,2,28,843,2.0,2.0,1.0,15.0,0.0,0.0,1.0,-1.0,6.0
02878a11,6,82,1654,7.0,0.0,0.0,13.0,1.0,0.5,19.5,-1.0,0.0
028d0864,0,0,1,0.0,0.0,2.0,33.0,0.0,2.0,33.0,-1.0,-1.0
028ed1ae,8,224,1228,10.0,0.0,1.0,28.0,0.0,0.0,4.0,-1.0,0.0
028f05c4,0,23,206,1.0,0.0,2.0,62.0,0.0,3.0,83.0,-1.0,0.0
02973cb9,0,0,0,0.0,0.0,1.0,14.0,0.0,1.0,14.0,-1.0,0.0
0297fc1e,2,34,1108,2.0,5.0,3.0,62.0,0.0,1.0,12.0,-1.0,24.0
029889eb,3,45,906,3.0,1.0,2.0,84.0,0.0,0.0,0.0,0.0,0.0
0299c90c,0,0,5,0.0,0.0,6.0,112.0,0.0,6.0,112.0,-1.0,-1.0
029a5c8b,0,0,0,0.0,0.0,1.0,10.0,0.0,1.0,10.0,-1.0,0.0
029e25de,0,0,20,0.0,1.0,1.0,52.0,1.0,1.3333333333333333,52.0,-1.0,0.0
029e5749,0,0,0,0.0,1.0,1.0,23.0,1.0,1.0,23.0,-1.0,0.0
02a11379,47,856,6855,0.0,0.0,6.0,118.0,0.0,6.0,118.0,-1.0,47.0
02a14ee3,2,45,851,2.0,0.0,2.0,34.0,0.0,0.0,0.0,-1.0,0.0
02a510fe,0,0,1,0.0,0.0,1.0,22.0,0.0,1.0,22.0,-1.0,-1.0
02a6d3ac,0,0,0,0.0,0.0,1.0,59.0,0.0,1.0,59.0,-1.0,-1.0
02a6da92,4,67,1519,2.0,3.0,3.0,44.0,0.0,24.0,354.0,-1.0,2.0
02a72984,0,0,1,0.0,1.0,1.0,28.0,1.0,1.0,28.0,-1.0,0.0
02a88a33,6,49,446,6.0,2.0,2.0,48.0,4.0,1.5,53.0,-1.0,0.0
02a9fd4c,3,51,1670,3.0,2.0,1.0,21.0,0.0,5.0,62.0,0.0,12.0
02aa0266,0,0,0,0.0,0.0,1.0,22.0,0.0,1.0,22.0,-1.0,0.0
02aa734f,0,0,1,0.0,0.0,1.0,47.0,0.0,1.0,47.0,-1.0,0.0
02aa83c1,0,0,37,0.0,1.0,0.0,0.0,1.0,0.0,0.5,-1.0,-1.0
02aaf943,2,52,1572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
02ac4fca,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
02b02d37,0,0,1,0.0,0.0,1.0,18.0,0.0,1.0,18.0,-1.0,0.0
02b0cd5c,11,285,3425,12.0,0.0,0.0,5.0,0.0,0.0,0.0,-1.0,0.0
02b10e44,0,6,48,1.0,0.0,2.0,60.0,1.0,3.0,87.5,-1.0,-1.0
02b13444,0,0,1,0.0,0.0,1.0,23.0,0.0,1.0,23.0,-1.0,0.0
02b51109,0,1,9,0.0,1.0,3.0,73.0,1.0,2.6666666666666665,73.16666666666667,-1.0,0.0
02b8d9d5,34,827,6208,0.0,0.0,1.0,42.0,0.0,1.0,42.0,-1.0,0.0
02ba6bb6,0,0,0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,-1.0,0.0
02ba82a5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
02bda531,11,203,4434,6.0,1.0,1.0,55.0,3.0,1.0,25.0,-1.0,0.0
02bf0143,2,28,662,3.0,2.0,1.0,40.0,5.0,1.0,62.333333333333336,-1.0,0.0
02c2eb63,0,0,0,0.0,0.0,1.0,43.0,0.0,1.0,43.0,-1.0,0.0
02c30caa,1,11,442,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
02c3960c,0,0,4,0.0,0.0,5.0,222.0,0.0,5.0,222.0,0.0,0.0
02c66b97,0,0,0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,-1.0,0.0
02c73278,0,0,2,0.0,0.0,2.0,47.0,0.0,2.0,47.0,-1.0,0.0
02c9e5c7,59,708,1888,0.0,1.0,1.0,20.0,1.0,1.0,20.0,-1.0,0.0
02c9f7a6,0,0,1,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
02ce5246,0,0,7,0.0,0.0,8.0,230.0,0.0,8.0,230.0,-1.0,-1.0
02cec30a,0,19,385,1.0,0.0,1.0,12.0,0.0,1.0,7.0,-1.0,0.0
02d1f846,0,0,0,0.0,0.0,1.0,19.0,0.0,1.0,19.0,-1.0,0.0
02d42846,0,0,1,0.0,0.0,2.0,76.0,0.0,2.0,76.0,-1.0,0.0
02d80cb2,6,61,1024,6.0,2.0,1.0,25.0,0.0,0.0,0.0,-1.0,0.0
02d90731,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,-1.0
02d93f65,0,9,136,1.0,0.0,1.0,22.0,0.0,0.0,7.0,-1.0,0.0
02dbbcba,3,24,242,3.0,1.0,0.0,17.0,1.0,1.0,34.0,-1.0,0.0
02dd38ce,2,18,268,2.0,3.0,1.0,57.0,0.0,0.0,7.0,0.0,6.0
02de19f7,68,1641,98491,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-1.0,0.0
02e0a3c2,0,0,2,0.0,1.0,2.0,41.0,1.0,2.0,41.0,-1.0,0.0
02e1a150,0,7,52,1.0,6.0,2.0,54.0,11.0,3.0,71.0,-1.0,0.0
02e465f4,3,44,585,3.0,1.0,3.0,95.0,4.0,2.0,69.0,0.0,0.0
02e59a44,16,202,4843,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
02e5a11c,0,0,7,0.0,0.0,8.0,284.0,0.0,8.0,284.0,-1.0,0.0
02e65ce8,8,126,1480,4.0,1.0,1.0,18.0,1.0,0.5,11.0,-1.0,0.0
02e72974,0,0,0,0.0,0.0,1.0,10.0,0.0,1.0,10.0,-1.0,0.0
02e7d329,0,0,2,0.0,0.0,2.0,52.0,0.0,2.0,52.0,-1.0,0.0
02ea26c5,0,0,1,0.0,1.0,1.0,19.0,1.0,1.0,19.0,-1.0,0.0
02eb0a9e,0,0,2,0.0,1.0,1.0,40.0,1.0,1.0,39.5,-1.0,0.0
02ec2f23,2,71,614,3.0,0.0,1.0,23.0,0.0,1.0,23.0,-1.0,-1.0
02ecd2d2,10,128,2197,11.0,2.0,1.0,15.0,0.0,1.0,28.0,-1.0,0.0
02ecfb15,0,0,0,0.0,0.0,1.0,19.0,0.0,1.0,19.0,0.0,0.0
02eefc32,0,23,173,1.0,0.0,2.0,34.0,0.0,1.0,27.0,-1.0,0.0
02f01ea9,0,0,1,0.0,0.0,1.0,14.0,0.0,1.0,14.0,-1.0,0.0
02f0635f,12,235,2014,6.0,0.0,1.0,26.0,0.0,1.0,30.0,-1.0,-1.0
02f14240,1,10,336,1.0,4.0,2.0,35.0,0.0,1.0,15.0,-1.0,14.0
02f2b7b1,0,0,6,0.0,1.0,1.0,18.0,1.0,1.0,17.5,-1.0,0.0
02f578dc,0,0,1,0.0,0.0,2.0,19.0,0.0,2.0,19.0,-1.0,0.0
02f5c581,2,62,930,3.0,0.0,1.0,33.0,0.0,1.0,38.0,-1.0,0.0
02f792fc,5,127,3277,5.0,0.0,1.0,50.0,0.0,0.0,0.0,-1.0,0.0
02f82b20,25,310,4145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
02fb0b61,2,48,414,2.0,0.0,1.0,30.0,0.0,1.0,19.0,-1.0,0.0
02fb0bea,0,0,2,0.0,0.0,2.0,70.0,0.0,2.0,70.0,-1.0,0.0
02fb1a77,37,888,22851,6.0,0.0,1.0,14.0,0.0,1.0,40.0,-1.0,0.0
02fc0bf8,0,6,142,1.0,5.0,4.0,146.0,3.0,0.0,3.6666666666666665,0.0,1.0
02fe14e6,2,41,833,2.0,0.0,2.0,58.0,0.0,1.0,17.0,-1.0,-1.0
02ff33f4,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,-1.0,0.0
030071f1,5,107,1617,6.0,4.0,1.0,16.0,0.0,1.0,11.0,-1.0,0.0
03020198,4,33,675,4.0,2.0,1.0,30.0,2.0,0.0,1.0,-1.0,-1.0
03042e4a,28,674,13481,0.0,0.0,1.0,16.0,0.0,1.0,16.0,-1.0,0.0
03066c47,0,0,0,0.0,0.0,1.0,28.0,0.0,1.0,28.0,-1.0,0.0
030712a0,0,0,6,0.0,0.0,6.0,257.0,0.0,6.0,257.0,-1.0,0.0
0307f75d,2,22,489,2.0,2.0,4.0,222.0,5.0,0.0,0.0,0.0,0.0
030c5d84,0,0,2,0.0,0.0,3.0,172.0,0.0,3.0,172.0,-1.0,0.0
030c803c,0,8,147,1.0,2.0,1.0,8.0,1.0,1.0,4.5,-1.0,1.0
030cdb09,14,356,1941,14.0,0.0,2.0,57.0,0.0,3.0,72.0,-1.0,0.0
03100f48,3,33,717,4.0,4.0,2.0,37.0,4.0,4.666666666666667,104.33333333333333,-1.0,4.0
0310a8cd,0,0,3,0.0,0.0,3.0,64.0,0.0,3.0,64.0,-1.0,0.0
03110d1d,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0311c318,29,468,12963,0.0,1.0,1.0,56.0,1.0,1.0,56.5,-1.0,0.0
031481a2,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0318fd8d,0,1,34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
031bee81,15,187,1731,16.0,0.0,1.0,39.0,1.0,1.0,37.5,-1.0,0.0
031e80e3,0,1,13,0.0,2.0,2.0,68.0,2.0,1.5,68.0,-1.0,0.0
031ee7cc,0,12,140,1.0,0.0,2.0,25.0,1.0,2.5,36.5,-1.0,0.0
031fcae5,3,55,689,4.0,1.0,3.0,70.0,5.0,0.5,9.5,-1.0,13.0
0321ecd6,4,54,1041,4.0,0.0,1.0,28.0,0.0,0.0,0.0,-1.0,0.0
03264a2e,54,650,7100,0.0,20.0,2.0,41.0,20.0,1.5,41.0,-1.0,0.0
0328af6d,0,1,15,0.0,1.0,1.0,26.0,1.0,1.0,25.5,-1.0,0.0
032a13f5,0,4,32,0.0,5.0,4.0,130.0,5.0,4.0,130.25,0.0,0.0
032c90dd,0,0,0,0.0,0.0,1.0,38.0,0.0,1.0,38.0,-1.0,0.0
032eb0b8,0,18,61,0.0,18.0,1.0,20.0,18.0,1.0,19.5,-1.0,-1.0
032ecde2,0,0,0,0.0,0.0,2.0,18.0,0.0,2.0,18.0,-1.0,0.0
032fb2c8,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,-1.0,0.0
03302054,0,0,1,0.0,0.0,2.0,46.0,0.0,2.0,46.0,-1.0,-1.0
0330b185,1,6,44,1.0,1.0,1.0,21.0,0.0,0.0,0.0,-1.0,0.0
0332afbe,7,84,1021,7.0,0.0,5.0,270.0,1.0,7.0,390.5,-1.0,0.0
0337d5ce,1,17,375,1.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0
0338a1ea,0,1,28,1.0,1.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0
03413393,7,168,5060,7.0,0.0,0.0,20.0,0.0,0.0,1.0,-1.0,0.0
0341c285,0,7,149,0.0,7.0,3.0,117.0,7.0,3.0,117.0,-1.0,0.0
0341e2a2,5,90,3402,2.0,4.0,6.0,154.0,0.0,0.0,2.0,-1.0,1.0
03421604,0,2,19,0.0,2.0,1.0,38.0,2.0,1.0,37.5,-1.0,0.0
0343534b,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
03439225,3,49,1681,3.0,3.0,1.0,43.0,0.0,0.0,5.0,-1.0,0.0
03490d00,0,0,0,0.0,0.0,1.0,7.0,0.0,1.0,7.0,-1.0,0.0
034ab8b8,1,7,160,1.0,0.0,1.0,46.0,1.0,0.5,13.25,-1.0,0.0
034aee83,6,157,2358,11.0,0.0,1.0,14.0,0.0,1.0,10.0,-1.0,0.0
034e4f2f,2,18,307,2.0,2.0,1.0,41.0,1.0,2.5,55.0,0.0,0.0
034ec132,14,356,4275,14.0,0.0,2.0,108.0,0.0,1.0,37.0,-1.0,0.0
034fbc8a,0,0,0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,-1.0,0.0
0352d9b3,0,9,153,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
03533e4f,1,44,616,2.0,0.0,0.0,10.0,0.0,0.0,1.0,-1.0,0.0
0353af22,6,106,2066,2.0,1.0,4.0,118.0,1.0,5.0,208.0,0.0,0.0
035626f1,58,1398,16782,0.0,0.0,1.0,41.0,0.0,1.0,41.0,-1.0,0.0
0357a791,5,139,1404,5.0,0.0,12.0,258.0,0.0,24.0,492.0,-1.0,0.0
035be698,1,24,542,2.0,2.0,1.0,23.0,0.0,1.0,40.0,-1.0,0.0
035c9c3c,25,301,4171,4.0,1.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0
035ff4f3,1,29,438,2.0,2.0,3.0,60.0,0.0,2.0,51.0,-1.0,0.0
03630617,11,140,1131,11.0,0.0,1.0,24.0,0.0,1.0,33.0,-1.0,-1.0
03631044,0,0,1,0.0,0.0,2.0,44.0,0.0,2.0,44.0,-1.0,0.0
03654863,0,2,21,0.0,3.0,3.0,70.0,3.0,3.0,70.5,-1.0,0.0
036647bb,0,6,117,1.0,6.0,1.0,52.0,11.0,1.3333333333333333,76.33333333333333,-1.0,0.0
03665977,0,0,0,0.0,0.0,1.0,13.0,0.0,1.0,13.0,-1.0,0.0
0366a065,0,0,6,1.0,0.0,0.0,11.0,0.0,0.0,1.0,-1.0,0.0
0368b777,0,0,2,0.0,0.0,2.0,38.0,0.0,2.0,38.0,0.0,0.0
036cdf5a,0,23,386,1.0,0.0,1.0,33.0,0.0,0.0,18.0,-1.0,1.0
036d3644,0,5,47,1.0,4.0,4.0,75.0,0.0,0.0,2.0,-1.0,0.0
03739332,0,0,0,0.0,0.0,1.0,26.0,0.0,1.0,26.0,-1.0,0.0
03754d73,8,170,6129,0.0,0.0,17.0,505.0,0.0,17.0,505.0,-1.0,-1.0
03759a7b,0,0,0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,0.0
0378916d,0,0,1,0.0,0.0,1.0,28.0,0.0,1.0,28.0,-1.0,0.0
037a2f9e,2,55,1900,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0
037b36f8,84,1019,17477,0.0,1.0,1.0,22.0,1.0,1.0,22.0,-1.0,0.0
037bf2d2,4,38,371,5.0,1.0,3.0,99.0,2.0,4.0,120.0,-1.0,-1.0
037c8a2b,0,0,4,1.0,0.0,2.0,59.0,0.0,1.0,28.0,-1.0,0.0
037f094d,0,0,1,0.0,1.0,2.0,23.0,1.0,1.5,23.0,-1.0,0.0
037f3cec,2,33,1773,2.0,8.0,0.0,4.0,0.0,0.0,2.0,-1.0,-1.0
0382adc4,3,60,1058,3.0,1.0,1.0,28.0,0.0,0.0,0.0,-1.0,0.0
03836d05,0,0,1,0.0,0.0,1.0,32.0,0.0,1.0,32.0,-1.0,0.0
03841432,7,174,1957,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0
0384b2bd,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-1.0,0.0
0384dbbf,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,0.0
038d2328,4,57,514,4.0,1.0,2.0,43.0,0.0,0.0,4.0,-1.0,0.0
038e3cd5,0,0,0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,0.0
0391da64,0,0,2,0.0,0.0,2.0,66.0,0.0,2.0,66.0,-1.0,0.0
0393253c,3,82,1636,4.0,0.0,1.0,26.0,0.0,0.0,6.0,-1.0,0.0
03978515,28,510,6134,11.0,0.0,4.0,92.0,0.0,6.0,168.0,-1.0,11.0
039a1fa7,0,3,34,1.0,1.0,4.0,87.0,0.0,0.0,2.0,-1.0,0.0
039c02c5,2,25,617,3.0,0.0,1.0,14.0,0.0,0.0,5.0,-1.0,0.0
039ccd71,3,37,448,3.0,1.0,2.0,54.0,2.0,1.0,23.5,-1.0,0.0
039d87dc,2,41,473,2.0,0.0,3.0,59.0,0.0,7.0,119.0,-1.0,0.0
039fe371,0,0,1,0.0,0.0,1.0,31.0,0.0,1.0,31.0,-1.0,0.0
03a07318,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0
03a0d815,10,250,2001,12.0,0.0,2.0,56.0,0.0,2.0,54.0,-1.0,0.0
03a11e22,1,9,53,1.0,4.0,2.0,19.0,8.0,1.0,19.5,-1.0,0.0
03a1b4d1,17,414,4144,17.0,0.0,2.0,32.0,0.0,3.0,64.0,-1.0,-1.0
03a5acfb,12,292,4394,12.0,0.0,1.0,14.0,0.0,1.0,9.0,-1.0,-1.0
03a67237,0,0,6,0.0,0.0,7.0,120.0,0.0,7.0,120.0,-1.0,0.0
03a67b1c,0,5,23,1.0,4.0,2.0,38.0,8.0,1.3333333333333333,35.666666666666664,-1.0,0.0
03a7662e,0,0,2,0.0,0.0,2.0,94.0,0.0,2.0,94.0,-1.0,0.0
03aa060a,0,0,0,0.0,0.0,1.0,42.0,0.0,1.0,42.0,-1.0,0.0
03aa82cb,0,0,0,0.0,0.0,1.0,12.0,0.0,1.0,12.0,-1.0,0.0
03ab59d3,2,29,407,2.0,3.0,1.0,21.0,0.0,1.0,8.0,-1.0,0.0
03ae1796,25,313,4510,5.0,3.0,0.0,2.0,8.0,0.0,0.5,-1.0,0.0
03ae7227,0,0,1,0.0,0.0,1.0,64.0,0.0,1.0,64.0,-1.0,-1.0
03af5596,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
03b30b1a,0,0,0,0.0,0.0,1.0,36.0,0.0,1.0,36.0,-1.0,0.0
03b3aa5c,0,2,14,0.0,2.0,2.0,48.0,2.0,1.5,48.5,-1.0,0.0
03b6cecb,2,42,2575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
